Firm,Period,Code,ICB Sector,ROA_in_percent,TA,Total_Liabilities,Operating_Income,FCF,Return_EndCurrQ,Return_BegNextQ,USE
SMGR.JK,2020Q3,SMGR.JK2020Q3,Construction and Materials,1.179699408,8.02174E+13,4.65645E+13,1.83489E+12,1.30285E+12,-0.046753191,-0.007772045,TRUE
SMGR.JK,2020Q4,SMGR.JK2020Q4,Construction and Materials,1.432418974,7.80062E+13,4.38328E+13,1.69662E+12,1.94574E+12,0.35422344,0.313315886,TRUE
SMGR.JK,2021Q1,SMGR.JK2021Q1,Construction and Materials,0.57036508,7.84272E+13,4.49005E+13,1.0746E+12,9.42276E+11,-0.160965852,-0.170974178,TRUE
SMMA.JK,2020Q1,SMMA.JK2020Q1,Investment Banking and Brokerage Services,0.374291468,9.85955E+13,7.98406E+13,-5.87798E+11,-9.3621E+11,-0.113300493,-0.159277504,TRUE
SMMA.JK,2020Q2,SMMA.JK2020Q2,Investment Banking and Brokerage Services,0.243215091,9.87113E+13,8.02495E+13,5.01418E+11,3.45143E+11,0.355555556,0.4375,TRUE
SMMA.JK,2020Q3,SMMA.JK2020Q3,Investment Banking and Brokerage Services,0.597372843,1.0176E+14,7.9508E+13,1.24278E+11,1.55982E+11,-0.081967213,-0.086956522,TRUE
SMMA.JK,2020Q4,SMMA.JK2020Q4,Investment Banking and Brokerage Services,-0.618279151,1.08456E+14,8.1365E+13,6.06761E+11,6.30533E+11,-0.321428571,-0.318452381,TRUE
SMMA.JK,2021Q1,SMMA.JK2021Q1,Investment Banking and Brokerage Services,0.256812893,1.21919E+14,8.79172E+13,-5.8229E+11,-8.45273E+11,0.263157895,0.257641921,TRUE
SMMT.JK,2020Q1,SMMT.JK2020Q1,"Oil, Gas and Coal",-2.595980087,8.71513E+11,2.81645E+11,-4749149210,-9299050690,-0.243902439,-0.258064516,TRUE
SMMT.JK,2020Q2,SMMT.JK2020Q2,"Oil, Gas and Coal",-2.240037732,8.75067E+11,2.99832E+11,-22275107630,-8546438810,-0.107526882,-0.119565217,TRUE
SMMT.JK,2020Q3,SMMT.JK2020Q3,"Oil, Gas and Coal",1.043916372,8.6725E+11,2.84474E+11,7161836000,19383830250,0.024096386,0.024691358,TRUE
SMMT.JK,2020Q4,SMMT.JK2020Q4,"Oil, Gas and Coal",-0.871702991,8.65376E+11,2.88422E+11,-10537857100,4267866400,0.364705882,0.385542169,TRUE
SMMT.JK,2021Q1,SMMT.JK2021Q1,"Oil, Gas and Coal",-0.614376656,8.81786E+11,3.04962E+11,-8082403750,3926944170,-0.163793103,-0.130434783,TRUE
SMRA.JK,2020Q1,SMRA.JK2020Q1,Real Estate Investment and Services Development,0.126920457,2.57685E+13,1.7074E+13,5.00509E+11,1.37018E+11,-0.60199005,-0.628,TRUE
SMRA.JK,2020Q2,SMRA.JK2020Q2,Real Estate Investment and Services Development,0.02317706,2.57517E+13,1.85827E+13,2.44555E+11,-19425634000,0.417118225,0.562854398,TRUE
SMRA.JK,2020Q3,SMRA.JK2020Q3,Real Estate Investment and Services Development,-0.033269489,2.49268E+13,1.85871E+13,-1.17746E+11,-37446085000,-0.051282052,-0.058333333,TRUE
SMRA.JK,2020Q4,SMRA.JK2020Q4,Real Estate Investment and Services Development,0.868640085,2.49225E+13,1.77827E+13,4.884E+11,-89033030000,0.450450451,0.469026547,TRUE
SMRA.JK,2021Q1,SMRA.JK2021Q1,Real Estate Investment and Services Development,0.145634615,2.55653E+13,1.80767E+13,6.60653E+11,2.06255E+11,0.167701863,0.114457831,TRUE
SMRU.JK,2020Q1,SMRU.JK2020Q1,Industrial Metals and Mining,-5.628053429,1.61517E+12,9.01556E+11,-71111518710,37659767850,0,0,TRUE
SMRU.JK,2020Q2,SMRU.JK2020Q2,Industrial Metals and Mining,-1.935569854,1.54377E+12,9.33759E+11,-69549363040,-48301576470,0,0,TRUE
SMRU.JK,2020Q3,SMRU.JK2020Q3,Industrial Metals and Mining,-3.208298426,1.47791E+12,8.92928E+11,-8743762600,20607754500,0,0,TRUE
SMRU.JK,2020Q4,SMRU.JK2020Q4,Industrial Metals and Mining,-10.87708929,1.28862E+12,8.75534E+11,-40580517830,1601974400,0,0,TRUE
SMRU.JK,2021Q1,SMRU.JK2021Q1,Industrial Metals and Mining,-1.977204749,1.24544E+12,8.41182E+11,-1.54535E+11,-99367258960,0,0,TRUE
SMSM.JK,2020Q1,SMSM.JK2020Q1,Automobiles and Parts,4.01905301,3.49985E+12,1.27731E+12,1.78757E+11,1.36391E+11,-0.224832358,-0.200680379,TRUE
SMSM.JK,2020Q2,SMSM.JK2020Q2,Automobiles and Parts,2.67877168,3.36651E+12,1.08561E+12,1.17726E+11,1.05108E+11,-0.090908913,-0.102127564,TRUE
SMSM.JK,2020Q3,SMSM.JK2020Q3,Automobiles and Parts,4.994743992,3.23832E+12,1.01538E+12,2.01379E+11,-46407000000,0.175524245,0.214010044,TRUE
SMSM.JK,2020Q4,SMSM.JK2020Q4,Automobiles and Parts,4.518886299,3.37553E+12,1.1012E+12,1.95582E+11,78579000000,0.17567213,0.104374495,TRUE
SMSM.JK,2021Q1,SMSM.JK2021Q1,Automobiles and Parts,5.047526035,3.76025E+12,1.3117E+12,2.30113E+11,1.86095E+11,-0.032490895,-0.003703611,TRUE
SOCI.JK,2020Q1,SOCI.JK2020Q1,Industrial Transportation,0.14321905,1.10983E+13,4.89931E+12,77888869200,-1.57137E+11,-0.51744186,-0.505813953,TRUE
SOCI.JK,2020Q2,SOCI.JK2020Q2,Industrial Transportation,0.156908279,9.70704E+12,5.61805E+12,1.49749E+11,1.02745E+11,0.481927711,0.447058824,TRUE
SOCI.JK,2020Q3,SOCI.JK2020Q3,Industrial Transportation,0.084510309,1.00365E+13,4.92443E+12,1.21144E+11,97037994000,-0.040650407,-0.024390244,TRUE
SOCI.JK,2020Q4,SOCI.JK2020Q4,Industrial Transportation,3.690781104,9.26018E+12,5.02276E+12,1.30151E+11,93421213200,1.237288136,1.233333333,TRUE
SOCI.JK,2021Q1,SOCI.JK2021Q1,Industrial Transportation,0.279750823,9.4923E+12,4.1968E+12,-11365660800,3.94545E+11,-0.204545455,-0.21641791,TRUE
SONA.JK,2020Q1,SONA.JK2020Q1,Travel and Leisure,-3.813923833,1.15597E+12,3.66997E+11,-30544138490,-27307038360,-0.163179916,-0.163179916,TRUE
SONA.JK,2020Q2,SONA.JK2020Q2,Travel and Leisure,-1.958207214,1.01967E+12,2.51983E+11,-56683010660,-5732728900,0.2,0.2,TRUE
SONA.JK,2020Q3,SONA.JK2020Q3,Travel and Leisure,-3.935662435,9.66146E+11,2.3749E+11,-51091422660,-22598342710,-0.004166667,-0.004166667,TRUE
SONA.JK,2020Q4,SONA.JK2020Q4,Travel and Leisure,-3.072212747,8.53905E+11,1.51197E+11,-38664083160,-14763469150,0.0041841,0.0041841,TRUE
SONA.JK,2021Q1,SONA.JK2021Q1,Travel and Leisure,-2.949595068,8.31119E+11,1.53234E+11,-44212056160,-10887802580,-0.1125,-0.1125,TRUE
SOSS.JK,2020Q1,SOSS.JK2020Q1,Industrial Support Services,1.387320395,2.84024E+11,1.4616E+11,2120045540,3816723630,0,-0.004975124,TRUE
SOSS.JK,2020Q2,SOSS.JK2020Q2,Industrial Support Services,0.546552994,3.02752E+11,1.64856E+11,5967889220,3839159020,-0.07,-0.02,TRUE
SOSS.JK,2020Q3,SOSS.JK2020Q3,Industrial Support Services,2.347388546,3.03083E+11,1.83263E+11,4667988640,1705619500,0.091397849,0.015306122,TRUE
SOSS.JK,2020Q4,SOSS.JK2020Q4,Industrial Support Services,1.330294663,2.93845E+11,1.74703E+11,12358505550,7051838030,-0.044334975,-0.015075377,TRUE
SOSS.JK,2021Q1,SOSS.JK2021Q1,Industrial Support Services,1.202992956,2.96369E+11,1.58527E+11,295945960,9048929020,0.025773196,0.010204082,TRUE
SOTS.JK,2020Q1,SOTS.JK2020Q1,Real Estate Investment and Services Development,-1.12476977,4.32376E+11,1.36321E+11,-2270367640,-25382297150,-0.078947368,-0.117647059,TRUE
SOTS.JK,2020Q2,SOTS.JK2020Q2,Real Estate Investment and Services Development,-1.53338672,4.32174E+11,1.43354E+11,-4220042520,-10549677040,-0.057142857,-0.061904762,TRUE
SOTS.JK,2020Q3,SOTS.JK2020Q3,Real Estate Investment and Services Development,-2.043308153,4.24155E+11,1.44001E+11,-5996776340,-6501250890,0.111111111,0.218274112,TRUE
SOTS.JK,2020Q4,SOTS.JK2020Q4,Real Estate Investment and Services Development,-1.811485655,4.21628E+11,1.49092E+11,-4984380860,352896980,-0.1,-0.116666667,TRUE
SOTS.JK,2021Q1,SOTS.JK2021Q1,Real Estate Investment and Services Development,-1.095779608,4.17898E+11,1.49269E+11,-3288808240,-7218524510,0.727272727,0.688679245,TRUE
SPMA.JK,2020Q1,SPMA.JK2020Q1,Industrial Materials,-1.069673365,2.21913E+12,8.66146E+11,-23270857770,-41345962670,-0.281437182,-0.209580863,TRUE
SPMA.JK,2020Q2,SPMA.JK2020Q2,Industrial Materials,3.781119689,2.34479E+12,9.07263E+11,1.23879E+11,-13883201430,0.108333396,-0.022727223,TRUE
SPMA.JK,2020Q3,SPMA.JK2020Q3,Industrial Materials,0.922337909,2.40601E+12,9.46566E+11,39077106580,-17255361250,0.067669183,0.085271264,TRUE
SPMA.JK,2020Q4,SPMA.JK2020Q4,Industrial Materials,3.341222822,2.31607E+12,7.84673E+11,94160326840,30483818870,0.091549271,0.135714319,TRUE
SPMA.JK,2021Q1,SPMA.JK2021Q1,Industrial Materials,1.407582008,2.42295E+12,8.58203E+11,50416090470,-2249535950,0.251612973,0.169811283,TRUE
SPTO.JK,2020Q1,SPTO.JK2020Q1,Retailers,1.455220361,3.14999E+12,1.73596E+12,60756579440,-33899246710,-0.279761875,-0.275449067,TRUE
SPTO.JK,2020Q2,SPTO.JK2020Q2,Retailers,-0.265305668,2.88911E+12,1.90929E+12,60352805860,15420846150,-0.143933876,-0.147371854,TRUE
SPTO.JK,2020Q3,SPTO.JK2020Q3,Retailers,1.146939445,3.06225E+12,1.69901E+12,-886341080,2879239050,-0.136546236,-0.124999983,TRUE
SPTO.JK,2020Q4,SPTO.JK2020Q4,Retailers,1.144679055,3.03558E+12,1.83793E+12,48266499500,-2.5943E+11,0.422586886,0.43356902,TRUE
SPTO.JK,2021Q1,SPTO.JK2021Q1,Retailers,1.742425755,3.115E+12,1.82386E+12,66406545530,2.39882E+11,-0.189743575,-0.203361392,TRUE
SRAJ.JK,2020Q1,SRAJ.JK2020Q1,Health Care Providers,-2.381630274,3.10958E+12,1.33387E+12,-62059760050,-1.15378E+11,-0.268656716,-0.151260504,TRUE
SRAJ.JK,2020Q2,SRAJ.JK2020Q2,Health Care Providers,-0.286611244,3.4707E+12,1.70464E+12,-7837059110,-2.55721E+11,-0.336734694,-0.346534653,TRUE
SRAJ.JK,2020Q3,SRAJ.JK2020Q3,Health Care Providers,-1.397865928,4.19337E+12,2.47922E+12,-58254660280,-88064564010,0.030769231,0.015151515,TRUE
SRAJ.JK,2020Q4,SRAJ.JK2020Q4,Health Care Providers,0.203917599,4.2788E+12,2.55818E+12,17418934690,-4.21318E+11,0.52238806,0.417910448,TRUE
SRAJ.JK,2021Q1,SRAJ.JK2021Q1,Health Care Providers,0.92428642,4.34633E+12,2.59238E+12,72703812110,3.32343E+11,-0.019607843,-0.005263158,TRUE
SRIL.JK,2020Q1,SRIL.JK2020Q1,Personal Goods,1.02467112,2.16424E+13,1.23459E+13,4.87539E+11,2.64528E+11,-0.442307657,-0.449612422,TRUE
SRIL.JK,2020Q2,SRIL.JK2020Q2,Personal Goods,1.794266189,2.5859E+13,1.34162E+13,5.6802E+11,1.75112E+11,0.296551686,0.316901365,TRUE
SRIL.JK,2020Q3,SRIL.JK2020Q3,Personal Goods,1.333538861,2.34795E+13,1.57169E+13,7.33175E+11,3.94271E+11,0.026357584,0.053342959,TRUE
SRIL.JK,2020Q4,SRIL.JK2020Q4,Personal Goods,1.412984556,2.57489E+13,1.44319E+13,5.45782E+11,1.64566E+11,0.364583333,0.37755102,TRUE
SRIL.JK,2021Q1,SRIL.JK2021Q1,Personal Goods,0.642811594,2.60019E+13,1.59297E+13,6.45172E+11,3.8016E+11,-0.229007634,-0.244444444,TRUE
SRSN.JK,2020Q1,SRSN.JK2020Q1,Chemicals,1.793621642,7.37003E+11,2.08606E+11,24066875000,-4982740000,-0.132352915,-0.104477604,TRUE
SRSN.JK,2020Q2,SRSN.JK2020Q2,Chemicals,0.771792997,7.80254E+11,2.45804E+11,11760289000,-3115959000,-0.067796583,-0.083333357,TRUE
SRSN.JK,2020Q3,SRSN.JK2020Q3,Chemicals,1.011226588,8.9097E+11,3.59912E+11,16575897000,-8833492000,-0.021371615,-0.021371615,TRUE
SRSN.JK,2020Q4,SRSN.JK2020Q4,Chemicals,1.807679844,9.06847E+11,3.18959E+11,29441591000,20287112000,0.115384609,0.134615381,TRUE
SRSN.JK,2021Q1,SRSN.JK2021Q1,Chemicals,0.292496247,9.71994E+11,3.81179E+11,10457125000,-2820522000,0.137930964,0.152542322,TRUE
SRTG.JK,2020Q1,SRTG.JK2020Q1,Investment Banking and Brokerage Services,-25.28101567,2.09397E+13,4.21741E+12,-6.38496E+12,-6.01644E+12,-0.033149209,-0.105691089,TRUE
SRTG.JK,2020Q2,SRTG.JK2020Q2,Investment Banking and Brokerage Services,17.4230332,2.41272E+13,3.63922E+12,3.90049E+12,3.92616E+12,-0.198368806,-0.155968531,TRUE
SRTG.JK,2020Q3,SRTG.JK2020Q3,Investment Banking and Brokerage Services,12.776185,2.73558E+13,3.60993E+12,3.31062E+12,3.28889E+12,0.145454529,0.172161232,TRUE
SRTG.JK,2020Q4,SRTG.JK2020Q4,Investment Banking and Brokerage Services,24.43748813,3.50489E+13,3.67143E+12,7.86708E+12,7.62502E+12,0.088888919,0.096874972,TRUE
SRTG.JK,2021Q1,SRTG.JK2021Q1,Investment Banking and Brokerage Services,3.232101588,3.65573E+13,4.01945E+12,9.57084E+11,1.1572E+12,0.501457716,0.502849072,TRUE
SSIA.JK,2020Q1,SSIA.JK2020Q1,Construction and Materials,-0.067960953,8.17412E+12,4.128E+12,2.02605E+11,99002579200,-0.32824426,-0.369230764,TRUE
SSIA.JK,2020Q2,SSIA.JK2020Q2,Construction and Materials,-1.362825069,7.82237E+12,4.18825E+12,65538686880,-133641910,-0.0981945,-0.032208743,TRUE
SSIA.JK,2020Q3,SSIA.JK2020Q3,Construction and Materials,-0.878406366,7.76746E+12,4.01926E+12,-49820524210,-95684352840,0.102564103,0.112820513,TRUE
SSIA.JK,2020Q4,SSIA.JK2020Q4,Construction and Materials,1.373539245,7.62537E+12,4.06096E+12,-19750413970,-46036532280,0.337209302,0.33640553,TRUE
SSIA.JK,2021Q1,SSIA.JK2021Q1,Construction and Materials,-1.022255117,7.55127E+12,3.87413E+12,1.77357E+11,1.23142E+11,-0.16173913,-0.165517241,TRUE
SSMS.JK,2020Q1,SSMS.JK2020Q1,Food Producers,-2.840464872,1.20096E+13,7.79565E+12,1.15337E+11,-54880539000,0.106508861,0.169696929,TRUE
SSMS.JK,2020Q2,SSMS.JK2020Q2,Food Producers,3.755499054,1.14541E+13,8.31568E+12,-2.646E+11,-3.34414E+11,-0.165775421,-0.181347113,TRUE
SSMS.JK,2020Q3,SSMS.JK2020Q3,Food Producers,1.418931564,1.19243E+13,7.59161E+12,6.57043E+11,4.86649E+11,0.025641032,0.018987327,TRUE
SSMS.JK,2020Q4,SSMS.JK2020Q4,Food Producers,2.535988223,1.27759E+13,7.91154E+12,3.06289E+11,1.99634E+11,0.562499936,0.596273263,TRUE
SSMS.JK,2021Q1,SSMS.JK2021Q1,Food Producers,1.369893779,1.29253E+13,7.92839E+12,5.0768E+11,4.42481E+11,-0.235999952,-0.245136182,TRUE
SSTM.JK,2020Q1,SSTM.JK2020Q1,Personal Goods,0.732610103,4.58208E+11,3.14417E+11,-25393159580,-13732350500,-0.094339623,0.066350711,TRUE
SSTM.JK,2020Q2,SSTM.JK2020Q2,Personal Goods,-0.013188288,4.56145E+11,2.54295E+11,6993132650,7577183950,0.041666667,0.288888889,TRUE
SSTM.JK,2020Q3,SSTM.JK2020Q3,Personal Goods,-1.659649334,4.80815E+11,2.52292E+11,2852525190,3780938780,-0.168,-0.25862069,TRUE
SSTM.JK,2020Q4,SSTM.JK2020Q4,Personal Goods,-2.30205395,4.82065E+11,2.84737E+11,-7885156680,-3890455310,0.370192308,0.325581395,TRUE
SSTM.JK,2021Q1,SSTM.JK2021Q1,Personal Goods,2.857474582,4.70855E+11,2.95734E+11,-12612936050,-7344848810,-0.178947368,-0.096491228,TRUE
STTP.JK,2020Q1,STTP.JK2020Q1,Food Producers,5.860542328,3.10354E+12,7.64528E+11,1.37016E+11,-40784715990,0.444444432,0.583333379,TRUE
STTP.JK,2020Q2,STTP.JK2020Q2,Food Producers,3.304158772,3.11104E+12,8.11127E+11,2.18457E+11,1.54843E+11,0.230769283,0.045614006,TRUE
STTP.JK,2020Q3,STTP.JK2020Q3,Food Producers,6.272441621,3.30768E+12,7.21522E+11,0,-68063051160,-0.164092911,-0.102381619,TRUE
STTP.JK,2020Q4,STTP.JK2020Q4,Food Producers,4.418553852,3.449E+12,8.16247E+11,2.48039E+11,1.61894E+11,0.433962264,0.509433962,TRUE
STTP.JK,2021Q1,STTP.JK2021Q1,Food Producers,4.307614849,3.73458E+12,8.06785E+11,1.816E+11,1.9361E+11,-0.228947368,-0.2675,TRUE
SULI.JK,2020Q1,SULI.JK2020Q1,Industrial Materials,-5.107314529,1.57384E+12,1.39436E+12,-6645605200,-45277254000,0,-0.038461538,TRUE
SULI.JK,2020Q2,SULI.JK2020Q2,Industrial Materials,-4.542225719,1.36548E+12,1.60553E+12,-65456725000,-90322212000,0,0,TRUE
SULI.JK,2020Q3,SULI.JK2020Q3,Industrial Materials,-3.22634147,1.38318E+12,1.44811E+12,-42165789800,-45081906800,0,0,TRUE
SULI.JK,2020Q4,SULI.JK2020Q4,Industrial Materials,-9.501514425,1.19479E+12,1.52089E+12,-31460058000,-28730388400,0,0,TRUE
SULI.JK,2021Q1,SULI.JK2021Q1,Industrial Materials,-3.472970708,1.23923E+12,1.44855E+12,-1.06932E+11,-1.16902E+11,0,0,TRUE
SUPR.JK,2020Q1,SUPR.JK2020Q1,Telecommunications Service Providers,2.012097588,1.11648E+13,8.19131E+12,2.79558E+11,31031000000,0.219512195,0.219512195,TRUE
SUPR.JK,2020Q2,SUPR.JK2020Q2,Telecommunications Service Providers,0.586558979,1.28904E+13,9.73245E+12,2.55167E+11,14013000000,0.2125,0.2125,TRUE
SUPR.JK,2020Q3,SUPR.JK2020Q3,Telecommunications Service Providers,0.372095857,1.23886E+13,9.16694E+12,2.70748E+11,27401000000,-0.288659794,-0.288659794,TRUE
SUPR.JK,2020Q4,SUPR.JK2020Q4,Telecommunications Service Providers,0.383801653,1.19182E+13,8.84125E+12,2.64602E+11,1.82686E+11,0.188405797,0.188405797,TRUE
SUPR.JK,2021Q1,SUPR.JK2021Q1,Telecommunications Service Providers,4.545828987,1.20447E+13,8.40009E+12,3.17316E+11,5.48146E+11,0.202439024,0.243902439,TRUE
SURE.JK,2020Q1,SURE.JK2020Q1,"Oil, Gas and Coal",0.133592639,5.47038E+11,7.86487E+11,28320431590,-5732065200,-0.030508475,-0.030508475,TRUE
SURE.JK,2020Q2,SURE.JK2020Q2,"Oil, Gas and Coal",0.795981146,5.32541E+11,4.22486E+11,16540995370,11892920210,0.024475524,0.024475524,TRUE
SURE.JK,2020Q3,SURE.JK2020Q3,"Oil, Gas and Coal",-0.899971725,5.23062E+11,4.02693E+11,24383845560,17138211970,-0.017064846,-0.017064846,TRUE
SURE.JK,2020Q4,SURE.JK2020Q4,"Oil, Gas and Coal",-3.242299634,1.094E+12,3.97968E+11,8946905630,7853390470,-0.121527778,-0.121527778,TRUE
SURE.JK,2021Q1,SURE.JK2021Q1,"Oil, Gas and Coal",-1.177364431,1.07749E+12,9.92914E+11,-8108897760,-50872648240,-0.201581028,-0.173913043,TRUE
SWAT.JK,2020Q1,SWAT.JK2020Q1,General Industrials,-0.690685177,6.18583E+11,2.51377E+11,11655363290,5353153240,-0.184466019,-0.213592233,TRUE
SWAT.JK,2020Q2,SWAT.JK2020Q2,General Industrials,-0.13752524,6.4729E+11,2.68458E+11,1582616290,-5762674900,0.130952381,0.172839506,TRUE
SWAT.JK,2020Q3,SWAT.JK2020Q3,General Industrials,-0.110140821,6.73345E+11,2.98019E+11,5141724710,973422000,-0.021052632,0.021052632,TRUE
SWAT.JK,2020Q4,SWAT.JK2020Q4,General Industrials,1.213032504,6.40936E+11,3.24786E+11,5073080720,7133458220,0.204301075,0.134020619,TRUE
SWAT.JK,2021Q1,SWAT.JK2021Q1,General Industrials,0.135439121,6.94352E+11,2.84666E+11,16135696630,19014960580,-0.133928571,-0.109090909,TRUE
TALF.JK,2020Q1,TALF.JK2020Q1,General Industrials,0.649719418,1.44567E+12,3.48394E+11,10570654040,3216514020,-0.110294118,0.022058824,TRUE
TALF.JK,2020Q2,TALF.JK2020Q2,General Industrials,-0.238046733,1.44546E+12,4.56433E+11,14553608340,-63819691730,0.05785124,-0.021582734,TRUE
TALF.JK,2020Q3,TALF.JK2020Q3,General Industrials,0.946483145,1.44139E+12,4.59855E+11,-602728130,-5213593100,0.0703125,-0.022058824,TRUE
TALF.JK,2020Q4,TALF.JK2020Q4,General Industrials,-0.051169391,1.47447E+12,4.42855E+11,20477358640,17915616250,-0.051094891,-0.022556391,TRUE
TALF.JK,2021Q1,TALF.JK2021Q1,General Industrials,0.340696528,1.4769E+12,4.82601E+11,5628077260,-50918977320,0.076923077,0.030769231,TRUE
TAMU.JK,2020Q1,TAMU.JK2020Q1,Industrial Transportation,0.122962969,1.40654E+12,6.43332E+11,1374258800,-84317391200,-0.538461538,-0.482758621,TRUE
TAMU.JK,2020Q2,TAMU.JK2020Q2,Industrial Transportation,-1.06522385,1.18948E+12,7.34015E+11,7116743000,32561206000,-0.644444444,-0.638888889,TRUE
TAMU.JK,2020Q3,TAMU.JK2020Q3,Industrial Transportation,0.465675198,1.22727E+12,6.17276E+11,-6874605800,13651227800,-0.171875,-0.2,TRUE
TAMU.JK,2020Q4,TAMU.JK2020Q4,Industrial Transportation,-0.628433769,1.15157E+12,6.22679E+11,8963656800,25238091200,-0.056603774,-0.038461538,TRUE
TAMU.JK,2021Q1,TAMU.JK2021Q1,Industrial Transportation,0.106827775,1.18521E+12,5.87024E+11,6924668400,37498874400,0,0,TRUE
TARA.JK,2020Q1,TARA.JK2020Q1,Real Estate Investment and Services Development,-0.040497413,1.12374E+12,80699652650,401429640,-7385225230,-0.528571429,-0.414201183,TRUE
TARA.JK,2020Q2,TARA.JK2020Q2,Real Estate Investment and Services Development,-0.165519901,1.12124E+12,78992791190,-455534240,-1979324000,0,0,TRUE
TARA.JK,2020Q3,TARA.JK2020Q3,Real Estate Investment and Services Development,-0.640084517,1.11354E+12,78370648500,-1857943900,-1782259230,-0.747474747,-0.747474747,TRUE
TARA.JK,2020Q4,TARA.JK2020Q4,Real Estate Investment and Services Development,-0.280189711,1.0866E+12,77857951870,-7152240850,-7591605730,0,0,TRUE
TARA.JK,2021Q1,TARA.JK2021Q1,Real Estate Investment and Services Development,0.253243144,1.08564E+12,53988395240,-3082276420,-3007088930,0,0,TRUE
TAXI.JK,2020Q1,TAXI.JK2020Q1,Travel and Leisure,-7.169650457,4.15579E+11,9.32332E+11,-7330918000,2.13027E+11,0,0,TRUE
TAXI.JK,2020Q2,TAXI.JK2020Q2,Travel and Leisure,-2.958914054,3.61633E+11,9.00601E+11,-31390873000,-4410472000,0,0,TRUE
TAXI.JK,2020Q3,TAXI.JK2020Q3,Travel and Leisure,-2.724530095,3.12896E+11,8.58148E+11,-25604995000,7460475000,0,0,TRUE
TAXI.JK,2020Q4,TAXI.JK2020Q4,Travel and Leisure,-0.163961152,2.43302E+11,8.18593E+11,-15637905000,2442561000,0,0,TRUE
TAXI.JK,2021Q1,TAXI.JK2021Q1,Travel and Leisure,-14.18791414,1.73854E+11,7.62539E+11,-19530171000,12927138000,0,0,TRUE
TBIG.JK,2020Q1,TBIG.JK2020Q1,Telecommunications Equipment,0.754137567,3.40605E+13,2.58781E+13,8.27737E+11,-54770000000,-0.264227707,-0.278225759,TRUE
TBIG.JK,2020Q2,TBIG.JK2020Q2,Telecommunications Equipment,0.860719874,3.40409E+13,2.96012E+13,9.3079E+11,-3.83587E+11,0.254122377,0.233705798,TRUE
TBIG.JK,2020Q3,TBIG.JK2020Q3,Telecommunications Equipment,0.743649148,3.42663E+13,2.83862E+13,9.27081E+11,10450000000,0.208144692,0.288372143,TRUE
TBIG.JK,2020Q4,TBIG.JK2020Q4,Telecommunications Equipment,0.776048095,3.65213E+13,2.82763E+13,9.88945E+11,4.47611E+11,0.220973847,0.238267094,TRUE
TBIG.JK,2021Q1,TBIG.JK2021Q1,Telecommunications Equipment,0.721001015,4.22969E+13,2.78116E+13,9.69185E+11,4.07299E+11,0.269938667,0.195335333,TRUE
TBLA.JK,2020Q1,TBLA.JK2020Q1,Food Producers,0.484659459,1.84993E+13,1.20097E+13,1.69646E+11,-1.8201E+11,-0.511557775,-0.510416683,TRUE
TBLA.JK,2020Q2,TBLA.JK2020Q2,Food Producers,1.161725811,1.93418E+13,1.30601E+13,4.9938E+11,-1.21269E+11,0.141975326,0.180851144,TRUE
TBLA.JK,2020Q3,TBLA.JK2020Q3,Food Producers,0.427334986,1.99842E+13,1.36972E+13,4.09011E+11,27576000000,0.367321837,0.395226325,TRUE
TBLA.JK,2020Q4,TBLA.JK2020Q4,Food Producers,1.39738843,1.94313E+13,1.43936E+13,3.69706E+11,15865000000,0.27210887,0.346666677,TRUE
TBLA.JK,2021Q1,TBLA.JK2021Q1,Food Producers,1.005146739,1.96331E+13,1.35532E+13,5.74147E+11,1.17727E+11,-0.042780779,-0.10396038,TRUE
TBMS.JK,2020Q1,TBMS.JK2020Q1,Industrial Metals and Mining,0.310150927,2.24903E+12,1.46135E+12,8600532000,1533341000,-0.186747064,-0.131250012,TRUE
TBMS.JK,2020Q2,TBMS.JK2020Q2,Industrial Metals and Mining,1.342735991,1.71304E+12,1.01671E+12,29964608800,28026202800,0.069135671,0.000472471,TRUE
TBMS.JK,2020Q3,TBMS.JK2020Q3,Industrial Metals and Mining,-0.231656928,1.82497E+12,1.10042E+12,436444400,-13401707200,0.058394166,0.090909048,TRUE
TBMS.JK,2020Q4,TBMS.JK2020Q4,Industrial Metals and Mining,1.855911755,2.20194E+12,1.48E+12,67609058400,37308772800,0.29655178,0.291666715,TRUE
TBMS.JK,2021Q1,TBMS.JK2021Q1,Industrial Metals and Mining,1.251517494,2.24254E+12,1.46763E+12,49655496000,32390925600,0.085106385,0.096774215,TRUE
TCID.JK,2020Q1,TCID.JK2020Q1,Personal Goods,0.305247586,2.55066E+12,5.32049E+11,26337778820,52299440490,-0.136363615,-0.136363615,TRUE
TCID.JK,2020Q2,TCID.JK2020Q2,Personal Goods,-2.512557829,2.28035E+12,5.13954E+11,447541050,35641702120,-0.173186347,-0.173186347,TRUE
TCID.JK,2020Q3,TCID.JK2020Q3,Personal Goods,-0.987082036,2.27504E+12,4.02423E+11,-57110723720,-1.1058E+11,-0.16,-0.136666667,TRUE
TCID.JK,2020Q4,TCID.JK2020Q4,Personal Goods,0.898091868,2.31479E+12,4.25945E+11,-28740519820,15069702250,0.027777778,0,TRUE
TCID.JK,2021Q1,TCID.JK2021Q1,Personal Goods,-0.789450281,2.32781E+12,4.48803E+11,16793602980,59532366120,-0.030888031,-0.015444015,TRUE
